,Name,Filter,mwebv_corr,ra,dec,mwebv
27,2006eq,CSP-g,0.1545237875256138,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-r,0.10703585786733094,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-i,0.07781634525202197,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-B,0.1679930094583746,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-V0,0.1299162522575621,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-Y,0.04579119747725535,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-J,0.03329719627356731,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-H,0.021607110485877712,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-Ydw,0.04506356117037136,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-Jdw,0.033653258461033175,21:28:37.130,+01:13:41.20,0.041240563178662606
27,2006eq,CSP-Hdw,0.021638593857012722,21:28:37.130,+01:13:41.20,0.041240563178662606
28,2006et,CSP-u,0.07834180459881945,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-g,0.06179622239280658,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-r,0.04279330631995992,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-i,0.03110874487333337,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-B,0.06716504067137663,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-V0,0.05194140604332276,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-Y,0.01830418763801589,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-J,0.01330984502549093,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-H,0.008636823078257194,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-Ydw,0.018013176498978822,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-Jdw,0.013452254126514518,00:42:45.821,-23:33:30.38,0.01648409256819042
28,2006et,CSP-Hdw,0.008649411788702821,00:42:45.821,-23:33:30.38,0.01648409256819042
29,2006ev,CSP-g,0.2900197123752559,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-r,0.20097284864872744,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-i,0.1461268228588679,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-B,0.31542111011202145,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-V0,0.24393050719624654,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-Y,0.08600116925415868,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-J,0.06253664827753092,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-H,0.04058217640403683,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-Ydw,0.0846356299706148,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-Jdw,0.06320482639358005,21:30:59.261,+13:59:21.19,0.07746185841078093
29,2006ev,CSP-Hdw,0.04064127960377206,21:30:59.261,+13:59:21.19,0.07746185841078093
30,2006fw,CSP-u,0.1336002499644764,01:47:10.339,-00:08:49.20,0.02811198746404727
30,2006fw,CSP-g,0.10536157311022709,01:47:10.339,-00:08:49.20,0.02811198746404727
30,2006fw,CSP-r,0.07297137319867875,01:47:10.339,-00:08:49.20,0.02811198746404727
30,2006fw,CSP-i,0.053048798810297004,01:47:10.339,-00:08:49.20,0.02811198746404727
30,2006fw,CSP-B,0.11452950832791942,01:47:10.339,-00:08:49.20,0.02811198746404727
30,2006fw,CSP-V0,0.08857041118990949,01:47:10.339,-00:08:49.20,0.02811198746404727
31,2006gt,CSP-u,0.152245399281288,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-g,0.1200570404584238,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-r,0.08315281028666255,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-i,0.06045127934947958,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-B,0.1305091410590169,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-V0,0.10092819151675414,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-Y,0.03557137082843553,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-J,0.025865751731712905,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-H,0.016784606191004414,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-Ydw,0.035006020910035573,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-Jdw,0.026142404459340796,00:56:17.299,-01:37:45.98,0.03203559371553623
31,2006gt,CSP-Hdw,0.01680906575735186,00:56:17.299,-01:37:45.98,0.03203559371553623
32,2006hx,CSP-u,0.12259628624671803,01:13:57.310,+00:22:18.01,0.02579639655448862
32,2006hx,CSP-g,0.09668762436256206,01:13:57.310,+00:22:18.01,0.02579639655448862
32,2006hx,CSP-r,0.06696223430751047,01:13:57.310,+00:22:18.01,0.02579639655448862
32,2006hx,CSP-i,0.04867990346353368,01:13:57.310,+00:22:18.01,0.02579639655448862
32,2006hx,CSP-B,0.10509821216266957,01:13:57.310,+00:22:18.01,0.02579639655448862
32,2006hx,CSP-V0,0.08127676716550525,01:13:57.310,+00:22:18.01,0.02579639655448862
32,2006hx,CSP-Ydw,0.028188706573267552,01:13:57.310,+00:22:18.01,0.02579639655448862
32,2006hx,CSP-Jdw,0.021051290461354455,01:13:57.310,+00:22:18.01,0.02579639655448862
32,2006hx,CSP-Hdw,0.01353549517155983,01:13:57.310,+00:22:18.01,0.02579639655448862
33,2006is,CSP-u,0.13765661892310077,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-g,0.10855884576028352,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-r,0.07518645845926941,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-i,0.05465927501800438,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-B,0.11800606140381475,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-V0,0.0912589870517575,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-Y,0.03216278260653027,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-J,0.023387173110975823,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-H,0.015176191194814947,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-Ydw,0.03165157362613513,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-Jdw,0.023637333276834482,05:17:34.370,-23:46:54.19,0.02896558592735124
33,2006is,CSP-Hdw,0.015198307780426745,05:17:34.370,-23:46:54.19,0.02896558592735124
34,2006kf,CSP-u,1.003036917405223,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-g,0.7883457657242359,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-r,0.5471148508918899,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-i,0.3979779562311143,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-B,0.8586089190077733,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-V0,0.6640276251152581,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-Y,0.23435120869573467,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-J,0.17041758841957844,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-H,0.11060082031409202,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-Ydw,0.230640707426506,03:41:50.479,+08:09:24.98,0.2111552993015088
34,2006kf,CSP-Jdw,0.17223286702476237,03:41:50.479,+08:09:24.98,0.2111552993015088
35,2006ob,CSP-u,0.13535471974813063,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-g,0.10674447703680046,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-r,0.0739294502390837,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-i,0.053745366965419095,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-B,0.1160332005748348,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-V0,0.08973328436670869,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-Y,0.03162495640052576,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-Ydw,0.031122290723068602,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-Jdw,0.02324206913509741,01:51:48.110,+00:15:48.31,0.0284811873293256
35,2006ob,CSP-Hdw,0.014944154252070518,01:51:48.110,+00:15:48.31,0.0284811873293256
36,2006os,CSP-u,0.5959927794488744,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-g,0.4691726676081953,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-r,0.3252940257133692,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-i,0.2365571936438231,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-B,0.5105252960236157,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-V0,0.39481843320784193,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-Y,0.13924974345653318,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-J,0.10125832227025455,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-H,0.0657123449261725,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-Ydw,0.1370409630568048,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-Jdw,0.10233903725124271,02:55:01.010,+16:00:34.81,0.1254388976210586
36,2006os,CSP-Hdw,0.06580798628678863,02:55:01.010,+16:00:34.81,0.1254388976210586
37,2006py,CSP-u,0.24570513505980318,22:41:42.050,-00:08:12.91,0.05170403978143321
37,2006py,CSP-g,0.193686614695477,22:41:42.050,-00:08:12.91,0.05170403978143321
37,2006py,CSP-r,0.13417893556012217,22:41:42.050,-00:08:12.91,0.05170403978143321
37,2006py,CSP-i,0.09755299768151549,22:41:42.050,-00:08:12.91,0.05170403978143321
37,2006py,CSP-B,0.2105929586471369,22:41:42.050,-00:08:12.91,0.05170403978143321
37,2006py,CSP-V0,0.16286095080320173,22:41:42.050,-00:08:12.91,0.05170403978143321
38,2007af,CSP-u,0.16015330899472313,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-g,0.12628913885856652,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-r,0.08747085481294592,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-i,0.0635907988353348,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-B,0.13728623550704988,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-V0,0.10616923385931543,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-Y,0.03741900977954593,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-J,0.027209277089959016,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-H,0.01765645827991058,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-Ydw,0.03682431548349463,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-Jdw,0.027500288677886786,14:22:21.060,-00:23:37.72,0.03369972430000937
38,2007af,CSP-Hdw,0.01768218779477415,14:22:21.060,-00:23:37.72,0.03369972430000937
40,2007as,CSP-u,0.5819765311873566,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-g,0.4581640037780774,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-r,0.3176508129263216,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-i,0.23099676212856846,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-B,0.49853072350428107,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-V0,0.3855420613862979,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-Y,0.1359749722023711,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-J,0.09887691961735712,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-H,0.06416677498901358,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-Ydw,0.13381800111139874,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-Jdw,0.09993228953780964,09:27:36.010,-80:10:39.22,0.12248797806172211
40,2007as,CSP-Hdw,0.06426017050585742,09:27:36.010,-80:10:39.22,0.12248797806172211
41,2007ba,CSP-u,0.15007063227638906,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-g,0.11834307368043295,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-r,0.08196527941234333,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-i,0.05958786753666345,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-B,0.1286453302647459,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-V0,0.09948682051761892,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-Y,0.035063248583663054,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-J,0.025496266828294978,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-H,0.0165448372322885,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-Ydw,0.03450596907295278,15:16:42.631,+07:23:47.80,0.031577940939381544
41,2007ba,CSP-Jdw,0.02576897051227256,15:16:42.631,+07:23:47.80,0.031577940939381544
42,2007bc,CSP-u,0.08849152751148726,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-g,0.06979959455936124,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-r,0.048336718494141895,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-i,0.035138791465644914,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-B,0.07586546720463616,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-V0,0.05866981355868006,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-Y,0.02067561881473523,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-J,0.015034234703074745,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-H,0.009755803422383025,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-Ydw,0.020346920013491143,11:19:14.570,+20:48:32.51,0.018619821696968433
42,2007bc,CSP-Hdw,0.009770022713802007,11:19:14.570,+20:48:32.51,0.018619821696968433
43,2007bd,CSP-u,0.13884010567159755,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-g,0.10949166341214989,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-r,0.07583272680319042,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-i,0.055129145651989564,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-B,0.1190203721987686,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-V0,0.09204339966170139,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-Y,0.032439297825677116,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-J,0.023588242909767132,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-H,0.015306670413002266,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-Ydw,0.03192369650318483,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-Jdw,0.02384055237146221,08:31:33.281,-01:11:57.98,0.029214632624701472
43,2007bd,CSP-Hdw,0.01532897707502201,08:31:33.281,-01:11:57.98,0.029214632624701472
44,2007ca,CSP-u,0.2731350832226025,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-g,0.21528632310009632,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-r,0.14915204271527638,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-i,0.10844102516003762,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-B,0.23409242397438845,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-V0,0.1810343393274252,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-Y,0.06381652173848451,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-J,0.046404580068122314,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-H,0.030113076071485168,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-Ydw,0.06280280518445736,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-Jdw,0.04690062085991187,13:31:05.810,-15:06:06.59,0.05747699851666081
44,2007ca,CSP-Hdw,0.030156943890577992,13:31:05.810,-15:06:06.59,0.05747699851666081
45,2007hj,CSP-u,0.3600246585300799,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-g,0.28367696487167127,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-r,0.19657382749350227,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-i,0.14292752001271936,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-B,0.30851726617921216,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-V0,0.23859134338537835,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-Y,0.08411768436025291,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-J,0.06116702232670512,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-H,0.03969332901836076,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-Ydw,0.08278200336544117,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-Jdw,0.061820591967430616,23:01:47.890,+15:35:11.40,0.0757650554819504
45,2007hj,CSP-Hdw,0.039751139018591175,23:01:47.890,+15:35:11.40,0.0757650554819504
46,2007jd,CSP-u,0.31538977398044465,02:59:53.369,+01:09:38.59,0.06637033049478361
46,2007jd,CSP-g,0.24855072048580418,02:59:53.369,+01:09:38.59,0.06637033049478361
46,2007jd,CSP-r,0.17221500608799367,02:59:53.369,+01:09:38.59,0.06637033049478361
46,2007jd,CSP-i,0.12521256898054656,02:59:53.369,+01:09:38.59,0.06637033049478361
46,2007jd,CSP-B,0.27028816874480377,02:59:53.369,+01:09:38.59,0.06637033049478361
46,2007jd,CSP-V0,0.20902652705923686,02:59:53.369,+01:09:38.59,0.06637033049478361
46,2007jd,CSP-Y,0.0736890520582385,02:59:53.369,+01:09:38.59,0.06637033049478361
46,2007jd,CSP-Ydw,0.07251873180200263,02:59:53.369,+01:09:38.59,0.06637033049478361
46,2007jd,CSP-Jdw,0.05415625449431971,02:59:53.369,+01:09:38.59,0.06637033049478361
47,2007jg,CSP-u,0.43372926983581994,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-g,0.3416533344975752,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-r,0.23678965866116797,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-i,0.17217684181722515,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-B,0.37163164727583897,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-V0,0.2874017121273962,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-Y,0.10133822374366908,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-J,0.07368944440066194,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-Ydw,0.09972963114516453,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-Jdw,0.07447653631686713,03:29:50.820,+00:03:24.59,0.09127933620360287
47,2007jg,CSP-Hdw,0.04788973171166511,03:29:50.820,+00:03:24.59,0.09127933620360287
48,2007le,CSP-u,0.13666749370514886,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-g,0.107779216183155,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-r,0.0746463235898629,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-i,0.05426656951201414,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-B,0.11715832568198437,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-V0,0.09060339456717514,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-Y,0.03193167889067716,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-J,0.02321912459773756,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-H,0.01506714035129697,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-Ydw,0.031424140942878154,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-Jdw,0.023467488423422722,23:38:48.410,-06:31:21.29,0.02875743988453417
48,2007le,CSP-Hdw,0.015089098075453222,23:38:48.410,-06:31:21.29,0.02875743988453417
49,2007n,CSP-u,0.16474772023219475,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-g,0.12990974516507392,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-r,0.0899795442251412,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-i,0.06541480655034615,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-B,0.14122357359395465,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-V0,0.10921416204482526,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-Y,0.038492468110904454,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-J,0.027989851450909597,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-H,0.018162996333380477,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-Ydw,0.0378807259954268,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-Jdw,0.028289204885060926,12:49:01.250,-09:27:10.19,0.03466657287202394
49,2007n,CSP-Hdw,0.018189463650884363,12:49:01.250,-09:27:10.19,0.03466657287202394
